source,result,term_name,term_id,adjusted_p_value,negative_log10_of_adjusted_p_value,term_size,query_size,intersection_size,effective_domain_size,intersections
GO:BP,T,response to interferon-gamma,GO:0034341,1.01E-24,23.993911,201,146,28,18092,"ENSG00000185885,ENSG00000142089,ENSG00000130303,ENSG00000125148,ENSG00000089127,ENSG00000204592,ENSG00000115415,ENSG00000111335,ENSG00000173193,ENSG00000111331,ENSG00000185201,ENSG00000132274,ENSG00000185507,ENSG00000135114,ENSG00000196126,ENSG00000138496,ENSG00000067066,ENSG00000162654,ENSG00000198502,ENSG00000231389,ENSG00000204287,ENSG00000130813,ENSG00000117228,ENSG00000013374,ENSG00000006210,ENSG00000123609,ENSG00000140464,ENSG00000112343"
GO:BP,,regulation of viral genome replication,GO:0045069,3.17E-23,22.49945163,105,146,22,18092,"ENSG00000185885,ENSG00000142089,ENSG00000165949,ENSG00000187608,ENSG00000157601,ENSG00000130303,ENSG00000185745,ENSG00000089127,ENSG00000172183,ENSG00000111335,ENSG00000188313,ENSG00000111331,ENSG00000185201,ENSG00000134321,ENSG00000135114,ENSG00000055332,ENSG00000160710,ENSG00000130813,ENSG00000169429,ENSG00000128383,ENSG00000152778,ENSG00000112343"
GO:BP,,negative regulation of viral process,GO:0048525,2.63E-22,21.58017511,115,146,22,18092,"ENSG00000185885,ENSG00000142089,ENSG00000187608,ENSG00000157601,ENSG00000130303,ENSG00000185745,ENSG00000089127,ENSG00000115415,ENSG00000172183,ENSG00000111335,ENSG00000188313,ENSG00000111331,ENSG00000185201,ENSG00000134321,ENSG00000135114,ENSG00000055332,ENSG00000177606,ENSG00000067066,ENSG00000130813,ENSG00000128383,ENSG00000152778,ENSG00000140464"
GO:BP,,immune effector process,GO:0002252,5.42E-22,21.26570666,1310,146,53,18092,"ENSG00000185885,ENSG00000142089,ENSG00000126709,ENSG00000165949,ENSG00000187608,ENSG00000157601,ENSG00000119917,ENSG00000130303,ENSG00000110492,ENSG00000185745,ENSG00000019582,ENSG00000089127,ENSG00000183486,ENSG00000119922,ENSG00000137959,ENSG00000204592,ENSG00000115415,ENSG00000172183,ENSG00000111335,ENSG00000188313,ENSG00000111331,ENSG00000185201,ENSG00000134321,ENSG00000132274,ENSG00000185507,ENSG00000135114,ENSG00000125730,ENSG00000057149,ENSG00000107201,ENSG00000196126,ENSG00000115267,ENSG00000149131,ENSG00000055332,ENSG00000138646,ENSG00000138496,ENSG00000137628,ENSG00000243649,ENSG00000136514,ENSG00000160710,ENSG00000170581,ENSG00000163739,ENSG00000101347,ENSG00000133710,ENSG00000130813,ENSG00000117228,ENSG00000128383,ENSG00000163840,ENSG00000143546,ENSG00000089692,ENSG00000152778,ENSG00000124256,ENSG00000140464,ENSG00000112343"
GO:BP,,biological process involved in symbiotic interaction,GO:0044403,6.97E-22,21.15660992,996,146,47,18092,"ENSG00000185885,ENSG00000142089,ENSG00000165949,ENSG00000187608,ENSG00000157601,ENSG00000130303,ENSG00000185745,ENSG00000019582,ENSG00000089127,ENSG00000204592,ENSG00000115415,ENSG00000172183,ENSG00000111335,ENSG00000188313,ENSG00000111331,ENSG00000185201,ENSG00000134321,ENSG00000132274,ENSG00000185507,ENSG00000135114,ENSG00000057149,ENSG00000107201,ENSG00000196126,ENSG00000115267,ENSG00000078081,ENSG00000055332,ENSG00000240065,ENSG00000135899,ENSG00000160710,ENSG00000170581,ENSG00000177606,ENSG00000101347,ENSG00000205420,ENSG00000067066,ENSG00000204287,ENSG00000123240,ENSG00000130813,ENSG00000168394,ENSG00000169429,ENSG00000100342,ENSG00000100906,ENSG00000128383,ENSG00000163840,ENSG00000152778,ENSG00000124256,ENSG00000140464,ENSG00000112343"
GO:BP,,interferon-gamma-mediated signaling pathway,GO:0060333,7.84E-22,21.10581463,88,146,20,18092,"ENSG00000125148,ENSG00000089127,ENSG00000204592,ENSG00000115415,ENSG00000111335,ENSG00000173193,ENSG00000111331,ENSG00000132274,ENSG00000185507,ENSG00000135114,ENSG00000196126,ENSG00000138496,ENSG00000067066,ENSG00000198502,ENSG00000231389,ENSG00000204287,ENSG00000117228,ENSG00000123609,ENSG00000140464,ENSG00000112343"
GO:BP,T,negative regulation of viral genome replication,GO:0045071,2.83E-21,20.54838515,65,146,18,18092,"ENSG00000185885,ENSG00000142089,ENSG00000187608,ENSG00000157601,ENSG00000130303,ENSG00000185745,ENSG00000089127,ENSG00000172183,ENSG00000111335,ENSG00000188313,ENSG00000111331,ENSG00000185201,ENSG00000134321,ENSG00000135114,ENSG00000055332,ENSG00000130813,ENSG00000128383,ENSG00000152778"
GO:BP,,viral process,GO:0016032,4.18E-21,20.37900881,940,146,45,18092,"ENSG00000185885,ENSG00000142089,ENSG00000165949,ENSG00000187608,ENSG00000157601,ENSG00000130303,ENSG00000185745,ENSG00000019582,ENSG00000089127,ENSG00000204592,ENSG00000115415,ENSG00000172183,ENSG00000111335,ENSG00000188313,ENSG00000111331,ENSG00000185201,ENSG00000134321,ENSG00000132274,ENSG00000185507,ENSG00000135114,ENSG00000057149,ENSG00000107201,ENSG00000196126,ENSG00000115267,ENSG00000078081,ENSG00000055332,ENSG00000240065,ENSG00000135899,ENSG00000160710,ENSG00000170581,ENSG00000177606,ENSG00000101347,ENSG00000067066,ENSG00000204287,ENSG00000123240,ENSG00000130813,ENSG00000168394,ENSG00000169429,ENSG00000100906,ENSG00000128383,ENSG00000163840,ENSG00000152778,ENSG00000124256,ENSG00000140464,ENSG00000112343"
GO:BP,,viral genome replication,GO:0019079,5.32E-21,20.27444187,132,146,22,18092,"ENSG00000185885,ENSG00000142089,ENSG00000165949,ENSG00000187608,ENSG00000157601,ENSG00000130303,ENSG00000185745,ENSG00000089127,ENSG00000172183,ENSG00000111335,ENSG00000188313,ENSG00000111331,ENSG00000185201,ENSG00000134321,ENSG00000135114,ENSG00000055332,ENSG00000160710,ENSG00000130813,ENSG00000169429,ENSG00000128383,ENSG00000152778,ENSG00000112343"
GO:BP,,response to organic substance,GO:0010033,1.62E-18,17.78978736,3459,146,78,18092,"ENSG00000185885,ENSG00000142089,ENSG00000126709,ENSG00000165949,ENSG00000187608,ENSG00000157601,ENSG00000198786,ENSG00000121858,ENSG00000119917,ENSG00000130303,ENSG00000185745,ENSG00000125148,ENSG00000019582,ENSG00000198695,ENSG00000089127,ENSG00000183486,ENSG00000119922,ENSG00000204592,ENSG00000115415,ENSG00000172183,ENSG00000111335,ENSG00000132530,ENSG00000173193,ENSG00000198888,ENSG00000188313,ENSG00000111331,ENSG00000185201,ENSG00000134321,ENSG00000198727,ENSG00000132274,ENSG00000185507,ENSG00000100911,ENSG00000135114,ENSG00000134326,ENSG00000068079,ENSG00000107201,ENSG00000196126,ENSG00000170345,ENSG00000115267,ENSG00000078081,ENSG00000055332,ENSG00000240065,ENSG00000138496,ENSG00000140279,ENSG00000198886,ENSG00000160710,ENSG00000170581,ENSG00000177606,ENSG00000163739,ENSG00000184979,ENSG00000101347,ENSG00000067066,ENSG00000162654,ENSG00000198502,ENSG00000231389,ENSG00000204287,ENSG00000123240,ENSG00000130813,ENSG00000117228,ENSG00000169429,ENSG00000004468,ENSG00000173432,ENSG00000100906,ENSG00000175197,ENSG00000013374,ENSG00000138035,ENSG00000143546,ENSG00000125740,ENSG00000102524,ENSG00000131203,ENSG00000006210,ENSG00000123609,ENSG00000087074,ENSG00000152518,ENSG00000124256,ENSG00000140464,ENSG00000120129,ENSG00000112343"
GO:BP,,viral life cycle,GO:0019058,3.92E-18,17.40660355,351,146,28,18092,"ENSG00000185885,ENSG00000142089,ENSG00000165949,ENSG00000187608,ENSG00000157601,ENSG00000130303,ENSG00000185745,ENSG00000019582,ENSG00000089127,ENSG00000172183,ENSG00000111335,ENSG00000188313,ENSG00000111331,ENSG00000185201,ENSG00000134321,ENSG00000132274,ENSG00000135114,ENSG00000057149,ENSG00000196126,ENSG00000078081,ENSG00000055332,ENSG00000160710,ENSG00000130813,ENSG00000169429,ENSG00000128383,ENSG00000152778,ENSG00000140464,ENSG00000112343"
GO:BP,,cellular response to interferon-gamma,GO:0071346,6.16E-18,17.21056584,181,146,22,18092,"ENSG00000125148,ENSG00000089127,ENSG00000204592,ENSG00000115415,ENSG00000111335,ENSG00000173193,ENSG00000111331,ENSG00000132274,ENSG00000185507,ENSG00000135114,ENSG00000196126,ENSG00000138496,ENSG00000067066,ENSG00000162654,ENSG00000198502,ENSG00000231389,ENSG00000204287,ENSG00000117228,ENSG00000006210,ENSG00000123609,ENSG00000140464,ENSG00000112343"
GO:BP,,response to interferon-alpha,GO:0035455,7.32E-16,15.13577772,23,146,11,18092,"ENSG00000185885,ENSG00000142089,ENSG00000119917,ENSG00000130303,ENSG00000089127,ENSG00000183486,ENSG00000119922,ENSG00000185201,ENSG00000078081,ENSG00000055332,ENSG00000160710"
GO:BP,,regulation of defense response,GO:0031347,2.09E-15,14.67993079,711,146,34,18092,"ENSG00000110492,ENSG00000185745,ENSG00000204592,ENSG00000176046,ENSG00000115415,ENSG00000173193,ENSG00000188313,ENSG00000140274,ENSG00000185507,ENSG00000100911,ENSG00000125730,ENSG00000107201,ENSG00000196126,ENSG00000149131,ENSG00000240065,ENSG00000138646,ENSG00000138496,ENSG00000160710,ENSG00000184979,ENSG00000101347,ENSG00000133710,ENSG00000123240,ENSG00000173432,ENSG00000100906,ENSG00000163840,ENSG00000143546,ENSG00000131203,ENSG00000006210,ENSG00000123609,ENSG00000089692,ENSG00000124256,ENSG00000140464,ENSG00000173702,ENSG00000112343"
GO:BP,,cellular response to organic substance,GO:0071310,6.03E-15,14.21944334,2812,146,65,18092,"ENSG00000185885,ENSG00000142089,ENSG00000126709,ENSG00000165949,ENSG00000187608,ENSG00000157601,ENSG00000119917,ENSG00000130303,ENSG00000185745,ENSG00000125148,ENSG00000019582,ENSG00000089127,ENSG00000183486,ENSG00000119922,ENSG00000204592,ENSG00000115415,ENSG00000172183,ENSG00000111335,ENSG00000132530,ENSG00000173193,ENSG00000111331,ENSG00000185201,ENSG00000134321,ENSG00000132274,ENSG00000185507,ENSG00000100911,ENSG00000135114,ENSG00000134326,ENSG00000068079,ENSG00000107201,ENSG00000196126,ENSG00000170345,ENSG00000115267,ENSG00000055332,ENSG00000240065,ENSG00000138496,ENSG00000140279,ENSG00000160710,ENSG00000170581,ENSG00000177606,ENSG00000163739,ENSG00000184979,ENSG00000101347,ENSG00000067066,ENSG00000162654,ENSG00000198502,ENSG00000231389,ENSG00000204287,ENSG00000123240,ENSG00000117228,ENSG00000169429,ENSG00000173432,ENSG00000100906,ENSG00000175197,ENSG00000138035,ENSG00000125740,ENSG00000102524,ENSG00000006210,ENSG00000123609,ENSG00000087074,ENSG00000152518,ENSG00000124256,ENSG00000140464,ENSG00000120129,ENSG00000112343"
GO:BP,,regulation of response to biotic stimulus,GO:0002831,2.39E-14,13.6212444,410,146,26,18092,"ENSG00000185745,ENSG00000204592,ENSG00000115415,ENSG00000173193,ENSG00000188313,ENSG00000185507,ENSG00000100911,ENSG00000107201,ENSG00000149131,ENSG00000240065,ENSG00000138646,ENSG00000138496,ENSG00000137628,ENSG00000160710,ENSG00000184979,ENSG00000101347,ENSG00000133710,ENSG00000123240,ENSG00000163840,ENSG00000006210,ENSG00000123609,ENSG00000089692,ENSG00000124256,ENSG00000140464,ENSG00000173702,ENSG00000112343"
GO:BP,,regulation of immune system process,GO:0002682,3.88E-14,13.4110867,1625,146,48,18092,"ENSG00000185885,ENSG00000187608,ENSG00000130303,ENSG00000110492,ENSG00000185745,ENSG00000019582,ENSG00000204592,ENSG00000115415,ENSG00000173193,ENSG00000188313,ENSG00000134321,ENSG00000185507,ENSG00000100911,ENSG00000125730,ENSG00000107201,ENSG00000196126,ENSG00000170345,ENSG00000149131,ENSG00000240065,ENSG00000138646,ENSG00000138496,ENSG00000137628,ENSG00000243649,ENSG00000160710,ENSG00000177606,ENSG00000184979,ENSG00000101347,ENSG00000198502,ENSG00000231389,ENSG00000133710,ENSG00000204287,ENSG00000117228,ENSG00000169429,ENSG00000004468,ENSG00000100906,ENSG00000136235,ENSG00000163840,ENSG00000102524,ENSG00000131203,ENSG00000006210,ENSG00000123609,ENSG00000089692,ENSG00000152518,ENSG00000124256,ENSG00000140464,ENSG00000120129,ENSG00000173702,ENSG00000112343"
GO:BP,,response to chemical,GO:0042221,7.26E-14,13.13901938,4834,146,85,18092,"ENSG00000185885,ENSG00000142089,ENSG00000126709,ENSG00000165949,ENSG00000187608,ENSG00000157601,ENSG00000198786,ENSG00000121858,ENSG00000198804,ENSG00000119917,ENSG00000130303,ENSG00000110492,ENSG00000185745,ENSG00000125148,ENSG00000019582,ENSG00000198695,ENSG00000089127,ENSG00000183486,ENSG00000119922,ENSG00000204592,ENSG00000176046,ENSG00000115415,ENSG00000172183,ENSG00000111335,ENSG00000132530,ENSG00000173193,ENSG00000198888,ENSG00000188313,ENSG00000111331,ENSG00000185201,ENSG00000134321,ENSG00000198727,ENSG00000132274,ENSG00000185507,ENSG00000100911,ENSG00000135114,ENSG00000025708,ENSG00000134326,ENSG00000068079,ENSG00000107201,ENSG00000196126,ENSG00000170345,ENSG00000115267,ENSG00000078081,ENSG00000055332,ENSG00000240065,ENSG00000138496,ENSG00000140279,ENSG00000198886,ENSG00000136514,ENSG00000160710,ENSG00000170581,ENSG00000177606,ENSG00000163739,ENSG00000184979,ENSG00000101347,ENSG00000067066,ENSG00000162654,ENSG00000198502,ENSG00000231389,ENSG00000204287,ENSG00000123240,ENSG00000130813,ENSG00000117228,ENSG00000169429,ENSG00000004468,ENSG00000173432,ENSG00000100906,ENSG00000175197,ENSG00000136235,ENSG00000013374,ENSG00000128383,ENSG00000138035,ENSG00000143546,ENSG00000125740,ENSG00000102524,ENSG00000131203,ENSG00000006210,ENSG00000123609,ENSG00000087074,ENSG00000152518,ENSG00000124256,ENSG00000140464,ENSG00000120129,ENSG00000112343"
GO:BP,,regulation of response to external stimulus,GO:0032101,2.30E-13,12.63790305,1060,146,38,18092,"ENSG00000110492,ENSG00000185745,ENSG00000019582,ENSG00000204592,ENSG00000176046,ENSG00000115415,ENSG00000173193,ENSG00000188313,ENSG00000140274,ENSG00000185507,ENSG00000100911,ENSG00000125730,ENSG00000107201,ENSG00000196126,ENSG00000149131,ENSG00000240065,ENSG00000138646,ENSG00000138496,ENSG00000137628,ENSG00000160710,ENSG00000184979,ENSG00000101347,ENSG00000133710,ENSG00000123240,ENSG00000169429,ENSG00000173432,ENSG00000100906,ENSG00000163840,ENSG00000143546,ENSG00000131203,ENSG00000006210,ENSG00000123609,ENSG00000089692,ENSG00000124256,ENSG00000140464,ENSG00000120129,ENSG00000173702,ENSG00000112343"
GO:BP,,regulation of response to stress,GO:0080134,1.99E-12,11.70223189,1455,146,43,18092,"ENSG00000110492,ENSG00000185745,ENSG00000019582,ENSG00000204592,ENSG00000176046,ENSG00000115415,ENSG00000173193,ENSG00000188313,ENSG00000140274,ENSG00000185507,ENSG00000100911,ENSG00000125730,ENSG00000057149,ENSG00000107201,ENSG00000196126,ENSG00000149131,ENSG00000055332,ENSG00000240065,ENSG00000138646,ENSG00000138496,ENSG00000140279,ENSG00000160710,ENSG00000184979,ENSG00000101347,ENSG00000133710,ENSG00000123240,ENSG00000173432,ENSG00000100906,ENSG00000175197,ENSG00000101596,ENSG00000163840,ENSG00000138035,ENSG00000143546,ENSG00000131203,ENSG00000006210,ENSG00000123609,ENSG00000087074,ENSG00000089692,ENSG00000124256,ENSG00000140464,ENSG00000120129,ENSG00000173702,ENSG00000112343"
GO:BP,,cellular response to chemical stimulus,GO:0070887,2.09E-12,11.67932373,3438,146,68,18092,"ENSG00000185885,ENSG00000142089,ENSG00000126709,ENSG00000165949,ENSG00000187608,ENSG00000157601,ENSG00000119917,ENSG00000130303,ENSG00000110492,ENSG00000185745,ENSG00000125148,ENSG00000019582,ENSG00000089127,ENSG00000183486,ENSG00000119922,ENSG00000204592,ENSG00000115415,ENSG00000172183,ENSG00000111335,ENSG00000132530,ENSG00000173193,ENSG00000111331,ENSG00000185201,ENSG00000134321,ENSG00000132274,ENSG00000185507,ENSG00000100911,ENSG00000135114,ENSG00000134326,ENSG00000068079,ENSG00000107201,ENSG00000196126,ENSG00000170345,ENSG00000115267,ENSG00000055332,ENSG00000240065,ENSG00000138496,ENSG00000140279,ENSG00000160710,ENSG00000170581,ENSG00000177606,ENSG00000163739,ENSG00000184979,ENSG00000101347,ENSG00000067066,ENSG00000162654,ENSG00000198502,ENSG00000231389,ENSG00000204287,ENSG00000123240,ENSG00000117228,ENSG00000169429,ENSG00000173432,ENSG00000100906,ENSG00000175197,ENSG00000128383,ENSG00000138035,ENSG00000143546,ENSG00000125740,ENSG00000102524,ENSG00000006210,ENSG00000123609,ENSG00000087074,ENSG00000152518,ENSG00000124256,ENSG00000140464,ENSG00000120129,ENSG00000112343"
GO:BP,,cell surface receptor signaling pathway,GO:0007166,8.19E-11,10.08671591,3242,146,63,18092,"ENSG00000185885,ENSG00000142089,ENSG00000126709,ENSG00000165949,ENSG00000187608,ENSG00000157601,ENSG00000121858,ENSG00000119917,ENSG00000130303,ENSG00000110492,ENSG00000185745,ENSG00000125148,ENSG00000019582,ENSG00000089127,ENSG00000183486,ENSG00000119922,ENSG00000204592,ENSG00000115415,ENSG00000172183,ENSG00000111335,ENSG00000132530,ENSG00000173193,ENSG00000188313,ENSG00000111331,ENSG00000185201,ENSG00000134321,ENSG00000132274,ENSG00000185507,ENSG00000100911,ENSG00000135114,ENSG00000125730,ENSG00000173821,ENSG00000068079,ENSG00000196126,ENSG00000170345,ENSG00000240065,ENSG00000138496,ENSG00000140279,ENSG00000160710,ENSG00000170581,ENSG00000177606,ENSG00000163739,ENSG00000184979,ENSG00000101347,ENSG00000067066,ENSG00000198502,ENSG00000231389,ENSG00000204287,ENSG00000117228,ENSG00000169429,ENSG00000004468,ENSG00000173432,ENSG00000100906,ENSG00000175197,ENSG00000163840,ENSG00000102524,ENSG00000006210,ENSG00000123609,ENSG00000089692,ENSG00000124256,ENSG00000140464,ENSG00000173702,ENSG00000112343"
GO:BP,,response to interferon-beta,GO:0035456,1.40E-10,9.854050592,31,146,9,18092,"ENSG00000185885,ENSG00000142089,ENSG00000130303,ENSG00000115415,ENSG00000132530,ENSG00000188313,ENSG00000185201,ENSG00000130813,ENSG00000138035"
GO:BP,,regulation of immune response,GO:0050776,9.52E-10,9.021549084,998,146,32,18092,"ENSG00000185885,ENSG00000019582,ENSG00000204592,ENSG00000115415,ENSG00000173193,ENSG00000188313,ENSG00000134321,ENSG00000185507,ENSG00000100911,ENSG00000125730,ENSG00000196126,ENSG00000170345,ENSG00000149131,ENSG00000240065,ENSG00000138496,ENSG00000243649,ENSG00000160710,ENSG00000177606,ENSG00000184979,ENSG00000101347,ENSG00000198502,ENSG00000231389,ENSG00000133710,ENSG00000204287,ENSG00000117228,ENSG00000004468,ENSG00000102524,ENSG00000131203,ENSG00000123609,ENSG00000089692,ENSG00000124256,ENSG00000173702"
GO:BP,,response to stimulus,GO:0050896,1.94E-09,8.712945539,9469,146,115,18092,"ENSG00000185885,ENSG00000142089,ENSG00000126709,ENSG00000165949,ENSG00000187608,ENSG00000157601,ENSG00000198786,ENSG00000121858,ENSG00000198804,ENSG00000119917,ENSG00000130303,ENSG00000110492,ENSG00000185745,ENSG00000125148,ENSG00000019582,ENSG00000198695,ENSG00000089127,ENSG00000183486,ENSG00000119922,ENSG00000137959,ENSG00000204592,ENSG00000176046,ENSG00000115415,ENSG00000172183,ENSG00000111335,ENSG00000132530,ENSG00000173193,ENSG00000198888,ENSG00000188313,ENSG00000111331,ENSG00000185201,ENSG00000134321,ENSG00000140274,ENSG00000108679,ENSG00000198727,ENSG00000132274,ENSG00000138642,ENSG00000185507,ENSG00000100911,ENSG00000135114,ENSG00000156587,ENSG00000125730,ENSG00000173821,ENSG00000025708,ENSG00000134326,ENSG00000057149,ENSG00000068079,ENSG00000107201,ENSG00000198712,ENSG00000196126,ENSG00000170345,ENSG00000115267,ENSG00000137965,ENSG00000078081,ENSG00000149131,ENSG00000055332,ENSG00000240065,ENSG00000138646,ENSG00000138496,ENSG00000198899,ENSG00000137628,ENSG00000243649,ENSG00000140279,ENSG00000198886,ENSG00000179344,ENSG00000136514,ENSG00000160710,ENSG00000170581,ENSG00000177606,ENSG00000163739,ENSG00000184979,ENSG00000101347,ENSG00000205420,ENSG00000067066,ENSG00000162654,ENSG00000198502,ENSG00000231389,ENSG00000133710,ENSG00000204287,ENSG00000123240,ENSG00000164054,ENSG00000130813,ENSG00000168394,ENSG00000117228,ENSG00000137198,ENSG00000169429,ENSG00000004468,ENSG00000173432,ENSG00000100342,ENSG00000100906,ENSG00000196684,ENSG00000175197,ENSG00000101596,ENSG00000136235,ENSG00000013374,ENSG00000128383,ENSG00000163840,ENSG00000138035,ENSG00000197903,ENSG00000143546,ENSG00000125740,ENSG00000102524,ENSG00000131203,ENSG00000006210,ENSG00000123609,ENSG00000087074,ENSG00000089692,ENSG00000152778,ENSG00000152518,ENSG00000124256,ENSG00000140464,ENSG00000110446,ENSG00000120129,ENSG00000173702,ENSG00000112343"
GO:BP,,positive regulation of response to stimulus,GO:0048584,3.13E-09,8.504684579,2374,146,50,18092,"ENSG00000121858,ENSG00000130303,ENSG00000110492,ENSG00000019582,ENSG00000204592,ENSG00000176046,ENSG00000173193,ENSG00000188313,ENSG00000134321,ENSG00000132274,ENSG00000185507,ENSG00000100911,ENSG00000125730,ENSG00000107201,ENSG00000196126,ENSG00000115267,ENSG00000149131,ENSG00000055332,ENSG00000240065,ENSG00000138496,ENSG00000137628,ENSG00000243649,ENSG00000140279,ENSG00000177606,ENSG00000198502,ENSG00000231389,ENSG00000204287,ENSG00000123240,ENSG00000164054,ENSG00000117228,ENSG00000169429,ENSG00000004468,ENSG00000173432,ENSG00000100906,ENSG00000175197,ENSG00000101596,ENSG00000136235,ENSG00000163840,ENSG00000143546,ENSG00000102524,ENSG00000131203,ENSG00000006210,ENSG00000087074,ENSG00000089692,ENSG00000152778,ENSG00000124256,ENSG00000140464,ENSG00000110446,ENSG00000173702,ENSG00000112343"
GO:BP,,modulation by symbiont of entry into host,GO:0052372,1.16E-08,7.935510004,49,146,9,18092,"ENSG00000185885,ENSG00000142089,ENSG00000019582,ENSG00000185201,ENSG00000132274,ENSG00000196126,ENSG00000205420,ENSG00000169429,ENSG00000112343"
GO:BP,,regulation of cytokine production,GO:0001817,1.21E-08,7.918819147,793,146,27,18092,"ENSG00000187608,ENSG00000130303,ENSG00000110492,ENSG00000019582,ENSG00000204592,ENSG00000115415,ENSG00000134321,ENSG00000185507,ENSG00000156587,ENSG00000125730,ENSG00000107201,ENSG00000196126,ENSG00000115267,ENSG00000055332,ENSG00000138646,ENSG00000231389,ENSG00000117228,ENSG00000173432,ENSG00000175197,ENSG00000136235,ENSG00000131203,ENSG00000006210,ENSG00000123609,ENSG00000089692,ENSG00000124256,ENSG00000140464,ENSG00000112343"
GO:BP,,oxidative phosphorylation,GO:0006119,1.89E-08,7.724666482,152,146,13,18092,"ENSG00000198786,ENSG00000198804,ENSG00000198695,ENSG00000212907,ENSG00000176046,ENSG00000198763,ENSG00000198888,ENSG00000198727,ENSG00000198938,ENSG00000198712,ENSG00000228253,ENSG00000198899,ENSG00000198886"
GO:BP,,cytokine production,GO:0001816,1.89E-08,7.724666482,871,146,28,18092,"ENSG00000187608,ENSG00000130303,ENSG00000110492,ENSG00000019582,ENSG00000204592,ENSG00000115415,ENSG00000134321,ENSG00000185507,ENSG00000156587,ENSG00000125730,ENSG00000107201,ENSG00000196126,ENSG00000115267,ENSG00000055332,ENSG00000138646,ENSG00000231389,ENSG00000117228,ENSG00000173432,ENSG00000175197,ENSG00000136235,ENSG00000143546,ENSG00000131203,ENSG00000006210,ENSG00000123609,ENSG00000089692,ENSG00000124256,ENSG00000140464,ENSG00000112343"
GO:BP,,biological process involved in interaction with host,GO:0051701,1.62E-07,6.791582899,218,146,14,18092,"ENSG00000185885,ENSG00000142089,ENSG00000185745,ENSG00000019582,ENSG00000188313,ENSG00000185201,ENSG00000132274,ENSG00000057149,ENSG00000196126,ENSG00000055332,ENSG00000205420,ENSG00000169429,ENSG00000140464,ENSG00000112343"
GO:BP,,regulation of innate immune response,GO:0045088,1.89E-07,6.724125766,303,146,16,18092,"ENSG00000204592,ENSG00000115415,ENSG00000173193,ENSG00000188313,ENSG00000185507,ENSG00000100911,ENSG00000149131,ENSG00000240065,ENSG00000138496,ENSG00000160710,ENSG00000184979,ENSG00000101347,ENSG00000123609,ENSG00000089692,ENSG00000124256,ENSG00000173702"
GO:BP,,positive regulation of defense response,GO:0031349,2.64E-07,6.578442184,356,146,17,18092,"ENSG00000110492,ENSG00000204592,ENSG00000176046,ENSG00000188313,ENSG00000185507,ENSG00000100911,ENSG00000125730,ENSG00000240065,ENSG00000138496,ENSG00000123240,ENSG00000100906,ENSG00000143546,ENSG00000131203,ENSG00000006210,ENSG00000089692,ENSG00000124256,ENSG00000173702"
GO:BP,,regulation of response to stimulus,GO:0048583,2.66E-07,6.575882189,4324,146,67,18092,"ENSG00000185885,ENSG00000126709,ENSG00000121858,ENSG00000130303,ENSG00000110492,ENSG00000185745,ENSG00000019582,ENSG00000204592,ENSG00000176046,ENSG00000115415,ENSG00000173193,ENSG00000188313,ENSG00000134321,ENSG00000140274,ENSG00000132274,ENSG00000185507,ENSG00000100911,ENSG00000125730,ENSG00000173821,ENSG00000057149,ENSG00000107201,ENSG00000196126,ENSG00000170345,ENSG00000115267,ENSG00000149131,ENSG00000055332,ENSG00000240065,ENSG00000138646,ENSG00000138496,ENSG00000137628,ENSG00000243649,ENSG00000140279,ENSG00000160710,ENSG00000177606,ENSG00000184979,ENSG00000101347,ENSG00000067066,ENSG00000198502,ENSG00000231389,ENSG00000133710,ENSG00000204287,ENSG00000123240,ENSG00000164054,ENSG00000117228,ENSG00000169429,ENSG00000004468,ENSG00000173432,ENSG00000100906,ENSG00000175197,ENSG00000101596,ENSG00000136235,ENSG00000163840,ENSG00000138035,ENSG00000143546,ENSG00000102524,ENSG00000131203,ENSG00000006210,ENSG00000123609,ENSG00000087074,ENSG00000089692,ENSG00000152778,ENSG00000124256,ENSG00000140464,ENSG00000110446,ENSG00000120129,ENSG00000173702,ENSG00000112343"
GO:BP,,positive regulation of response to external stimulus,GO:0032103,2.88E-07,6.540944644,509,146,20,18092,"ENSG00000110492,ENSG00000019582,ENSG00000204592,ENSG00000176046,ENSG00000188313,ENSG00000185507,ENSG00000100911,ENSG00000125730,ENSG00000240065,ENSG00000138496,ENSG00000137628,ENSG00000123240,ENSG00000169429,ENSG00000100906,ENSG00000143546,ENSG00000131203,ENSG00000006210,ENSG00000089692,ENSG00000124256,ENSG00000173702"
GO:BP,,positive regulation of immune system process,GO:0002684,3.89E-07,6.410140287,1070,146,29,18092,"ENSG00000110492,ENSG00000019582,ENSG00000204592,ENSG00000188313,ENSG00000134321,ENSG00000185507,ENSG00000100911,ENSG00000125730,ENSG00000107201,ENSG00000196126,ENSG00000170345,ENSG00000149131,ENSG00000240065,ENSG00000138496,ENSG00000137628,ENSG00000243649,ENSG00000177606,ENSG00000198502,ENSG00000231389,ENSG00000204287,ENSG00000117228,ENSG00000169429,ENSG00000004468,ENSG00000102524,ENSG00000131203,ENSG00000006210,ENSG00000089692,ENSG00000124256,ENSG00000173702"
GO:BP,,mitochondrial ATP synthesis coupled electron transport,GO:0042775,3.97E-07,6.401673453,99,146,10,18092,"ENSG00000198786,ENSG00000198804,ENSG00000198695,ENSG00000212907,ENSG00000198763,ENSG00000198888,ENSG00000198727,ENSG00000198938,ENSG00000198712,ENSG00000198886"
